,Quarter,Tm,Detail,CHI,GNB
0,2.0,Packers,Herdis McCrary unknown yard rush (Red Dunn kick),0,7
1,2.0,Packers,Tom Nash 15 yard pass from Johnny Blood (Red Dunn kick),0,14
2,3.0,Packers,"Safety, punt blocked out of end zone",0,16
3,3.0,Packers,Bo Molenda 10 yard rush (Red Dunn kick),0,23
