,Quarter,Tm,Detail,GNB,CHI
0,2.0,Packers,Carroll Dale 31 yard pass from Scott Hunter (Lou Michaels kick),7,0
1,2.0,Packers,John Brockington 7 yard rush (Lou Michaels kick),14,0
2,4.0,Bears,George Farmer 30 yard pass from Bobby Douglass (Mac Percival kick),14,7
3,4.0,Bears,Bobby Douglass 1 yard rush (Mac Percival kick),14,14
4,4.0,Packers,Lou Michaels 22 yard field goal,17,14
