,Quarter,Tm,Detail,MIN,DET
0,1.0,Lions,David Hill 20 yard pass from Gary Danielson (Steve Mike-Mayer kick),0,7
1,1.0,Vikings,Chuck Foreman 1 yard rush (Fred Cox kick),7,7
2,2.0,Vikings,Fred Cox 26 yard field goal,10,7
3,2.0,Vikings,Ahmad Rashad 48 yard pass from Bob Lee (Fred Cox kick),17,7
4,3.0,Vikings,Sammy White 29 yard pass from Bob Lee (Fred Cox kick),24,7
5,3.0,Lions,Eddie Payton 98 yard kickoff return (Steve Mike-Mayer kick),24,14
6,3.0,Vikings,Chuck Foreman 5 yard rush,30,14
7,4.0,Lions,Eddie Payton 87 yard punt return (Steve Mike-Mayer kick),30,21
