,Quarter,Tm,Detail,PIT,CLE
0,1.0,Steelers,Ron Shanklin 9 yard pass from Joe Gilliam (Roy Gerela kick),7,0
1,1.0,Browns,Mike Phipps 1 yard rush (Don Cockroft kick),7,7
2,2.0,Browns,Greg Pruitt 15 yard pass from Mike Phipps (Don Cockroft kick),7,14
3,2.0,Steelers,Roy Gerela 24 yard field goal,10,14
4,3.0,Steelers,Roy Gerela 14 yard field goal,13,14
5,4.0,Steelers,Roy Gerela 20 yard field goal,16,14
6,4.0,Browns,Greg Pruitt 19 yard rush (Don Cockroft kick),16,21
