,Quarter,Tm,Detail,WAS,PIT
0,1.0,Steelers,Earl Gros 8 yard pass from Terry Hanratty (Gene Mingo kick),0,7
1,3.0,Redskins,Sonny Jurgensen 10 yard rush (Curt Knight kick),7,7
2,3.0,Redskins,Charley Taylor 17 yard pass from Sonny Jurgensen (Curt Knight kick),14,7
