,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Benny Ricardo 35 yard field goal,0,3
1,2.0,Lions,Benny Ricardo 29 yard field goal,0,6
2,2.0,Lions,Leonard Thompson 22 yard pass from Jeff Komlo (Benny Ricardo kick),0,13
3,4.0,Lions,Rick Kane 1 yard rush (Benny Ricardo kick),0,20
