,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Bucky Pope 95 yard pass from Bill Munson (Bruce Gossett kick),0,7
1,1.0,Rams,Ben Wilson 1 yard rush (Bruce Gossett kick),0,14
2,2.0,Packers,Tom Moore 10 yard rush (Paul Hornung kick),7,14
3,2.0,Rams,Les Josephson 4 yard rush (Bruce Gossett kick),7,21
4,3.0,Packers,Paul Hornung 40 yard field goal,10,21
5,4.0,Rams,Bruce Gossett 27 yard field goal,10,24
6,4.0,Packers,Boyd Dowler 5 yard pass from Bart Starr (Paul Hornung kick),17,24
7,4.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),24,24
