,Quarter,Time,Tm,Detail,GNB,MIN
0,2.0,13:56,Vikings,Gary Anderson 42 yard field goal,0,3
1,2.0,8:14,Packers,Dorsey Levens 1 yard rush (Ryan Longwell kick),7,3
2,2.0,5:21,Packers,Ryan Longwell 26 yard field goal,10,3
3,2.0,4:17,Vikings,Randy Moss 57 yard pass from Jeff George (Gary Anderson kick),10,10
4,2.0,0:03,Packers,Ryan Longwell 22 yard field goal,13,10
5,3.0,1:45,Vikings,Randy Moss 1 yard pass from Jeff George (Gary Anderson kick),13,17
6,4.0,12:31,Packers,Jeff Thomason 9 yard pass from Matt Hasselbeck (Ryan Longwell kick),20,17
7,4.0,8:58,Vikings,Leroy Hoard 1 yard rush (Gary Anderson kick),20,24
