,Quarter,Tm,Detail,WAS,PIT
0,1.0,Redskins,Sam Baker 13 yard field goal,3,0
1,2.0,Steelers,Jimmy Orr 19 yard pass from Bobby Layne (Tom Miner kick),3,7
2,2.0,Steelers,Tank Younger 2 yard rush (Tom Miner kick),3,14
3,2.0,Redskins,Sam Baker 27 yard field goal,6,14
4,4.0,Steelers,Ray Mathews 62 yard pass from Bobby Layne (Tom Miner kick),6,21
5,4.0,Redskins,Sam Baker 32 yard field goal,9,21
6,4.0,Steelers,Tom Miner 43 yard field goal,9,24
7,4.0,Redskins,Joe Walton 26 yard pass from Ralph Guglielmi (Sam Baker kick),16,24
