,Quarter,Time,Tm,Detail,MIN,NYG
0,1.0,13:03,Giants,Ike Hilliard 46 yard pass from Kerry Collins (Brad Daluiso kick),0,7
1,1.0,12:47,Giants,Greg Comella 18 yard pass from Kerry Collins (Brad Daluiso kick),0,14
2,2.0,14:56,Giants,Brad Daluiso 21 yard field goal,0,17
3,2.0,10:24,Giants,Joe Jurevicius 8 yard pass from Kerry Collins (Brad Daluiso kick),0,24
4,2.0,5:22,Giants,Brad Daluiso 22 yard field goal,0,27
5,2.0,0:12,Giants,Ike Hilliard 7 yard pass from Kerry Collins (Brad Daluiso kick),0,34
6,3.0,12:06,Giants,Amani Toomer 7 yard pass from Kerry Collins (Brad Daluiso kick),0,41
