,Quarter,Tm,Detail,RAM,SFO
0,2.0,49ers,Bruce Gossett 24 yard field goal,0,3
1,2.0,Rams,David Ray 12 yard field goal,3,3
2,3.0,Rams,Gene Howard 4 yard defensive fumble return (David Ray kick),10,3
3,3.0,49ers,Ted Kwalick 9 yard pass from John Brodie (Bruce Gossett kick),10,10
4,3.0,49ers,Bruce Gossett 33 yard field goal,10,13
5,4.0,Rams,Larry Smith 64 yard rush (David Ray kick),17,13
6,4.0,Rams,David Ray 14 yard field goal,20,13
