,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Les Josephson 6 yard rush (David Ray kick),0,7
1,2.0,Bears,Mac Percival 36 yard field goal,3,7
2,2.0,Rams,David Ray 23 yard field goal,3,10
3,4.0,Rams,Lance Rentzel 50 yard rush (David Ray kick),3,17
