,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Steve Van Buren 1 yard rush (Cliff Patton kick),0,7
1,1.0,Eagles,Pete Pihos 28 yard pass from Tommy Thompson (Cliff Patton kick),0,14
2,2.0,Eagles,Ernie Steele 32 yard pass from Tommy Thompson (Cliff Patton kick),0,21
3,3.0,Eagles,Cliff Patton 27 yard field goal,0,24
4,4.0,Eagles,Tommy Thompson 1 yard rush (Cliff Patton kick),0,31
5,4.0,Eagles,Ben Kish 66 yard rush (Cliff Patton kick),0,38
6,4.0,Eagles,Jim Parmer 7 yard rush (Cliff Patton kick),0,45
