,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Ken Strong 18 yard field goal,0,3
1,2.0,Giants,Bill Paschal 1 yard rush (Ken Strong kick),0,10
2,2.0,Giants,Frank Liebel 10 yard pass from Frank Filchock (Ken Strong kick),0,17
3,3.0,Giants,George Franck 33 yard pass from Frank Filchock (Ken Strong kick),0,24
4,3.0,Giants,Steve Filipowicz 31 yard interception return (Ken Strong kick),0,31
