,Quarter,Tm,Detail,NYJ,NWE
0,3.0,Patriots,Randy Vataha 15 yard pass from Jim Plunkett (pass failed),0,6
1,3.0,Patriots,Ron Sellers 6 yard pass from Jim Plunkett (Charlie Gogolak kick),0,13
2,4.0,Patriots,Jim Nance 50 yard rush (Charlie Gogolak kick),0,20
