,Quarter,Tm,Detail,NYG,GNB
0,2.0,Packers,Paul Hornung 6 yard rush (Paul Hornung kick),0,7
1,2.0,Packers,Boyd Dowler 13 yard pass from Bart Starr (Paul Hornung kick),0,14
2,2.0,Packers,Ron Kramer 14 yard pass from Bart Starr (Paul Hornung kick),0,21
3,2.0,Packers,Paul Hornung 17 yard field goal,0,24
4,3.0,Packers,Paul Hornung 22 yard field goal,0,27
5,3.0,Packers,Ron Kramer 13 yard pass from Bart Starr (Paul Hornung kick),0,34
6,4.0,Packers,Paul Hornung 19 yard field goal,0,37
