,Quarter,Time,Tm,Detail,PHI,WAS
0,1.0,12:22,Redskins,James Thrash 36 yard pass from Jeff George (Eddie Murray kick),0,7
1,1.0,8:16,Eagles,Jeff Thomason 3 yard pass from Donovan McNabb (David Akers kick),7,7
2,2.0,8:13,Eagles,David Akers 27 yard field goal,10,7
3,2.0,3:08,Redskins,Stephen Alexander 19 yard pass from Jeff George (Eddie Murray kick),10,14
4,3.0,9:03,Eagles,Donovan McNabb 21 yard rush (David Akers kick),17,14
5,3.0,2:16,Redskins,Eddie Murray 26 yard field goal,17,17
6,4.0,11:43,Eagles,David Akers 33 yard field goal,20,17
7,4.0,5:42,Redskins,Eddie Murray 20 yard field goal,20,20
8,4.0,3:00,Eagles,David Akers 30 yard field goal,23,20
