,Quarter,Tm,Detail,HOU,PIT
0,1.0,Steelers,David Trout 19 yard field goal,0,3
1,1.0,Steelers,Jim Smith 46 yard pass from Terry Bradshaw (David Trout kick),0,10
2,2.0,Oilers,Toni Fritsch 34 yard field goal,3,10
3,2.0,Steelers,David Trout 19 yard field goal,3,13
4,4.0,Oilers,Dave Casper 52 yard pass from Ken Stabler (Toni Fritsch kick),10,13
5,4.0,Oilers,Toni Fritsch 44 yard field goal,13,13
6,4.0,Steelers,John Stallworth 6 yard pass from Terry Bradshaw,13,19
7,4.0,Steelers,Franco Harris 1 yard rush (David Trout kick),13,26
