,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,John Hoffman 5 yard rush (George Blanda kick),0,7
1,2.0,Bears,Harlon Hill 23 yard pass from George Blanda (George Blanda kick),0,14
2,2.0,Bears,Bill McColl 69 yard pass from George Blanda (George Blanda kick),0,21
3,2.0,Packers,Gary Knafelc 23 yard pass from Tobin Rote (Fred Cone kick),7,21
4,2.0,Bears,J.C. Caroline 52 yard interception return (George Blanda kick),7,28
5,3.0,Packers,Billy Howton 49 yard pass from Tobin Rote (Fred Cone kick),14,28
6,3.0,Bears,Harlon Hill 70 yard pass from Ed Brown (George Blanda kick),14,35
7,4.0,Bears,George Blanda 29 yard field goal,14,38
