,Quarter,Time,Tm,Detail,DET,GNB
0,1.0,7:15,Lions,Jason Hanson 31 yard field goal,3,0
1,2.0,14:20,Lions,Kevin Jones 24 yard rush (Jason Hanson kick),10,0
2,2.0,0:57,Lions,Jason Hanson 36 yard field goal,13,0
3,3.0,10:36,Packers,Ryan Longwell 36 yard field goal,13,3
4,3.0,3:10,Packers,Donald Driver 23 yard pass from Brett Favre (Ryan Longwell kick),13,10
5,4.0,10:46,Packers,Ryan Longwell 28 yard field goal,13,13
6,4.0,0:02,Packers,Ryan Longwell 23 yard field goal,13,16
