,Quarter,Tm,Detail,CLE,PIT
0,1.0,Browns,Gary Collins 26 yard pass from Bill Nelsen (Don Cockroft kick),7,0
1,1.0,Steelers,Gene Mingo 31 yard field goal,7,3
2,2.0,Browns,Don Cockroft 28 yard field goal,10,3
3,4.0,Browns,Paul Warfield 12 yard pass from Bill Nelsen (Don Cockroft kick),17,3
4,4.0,Browns,Leroy Kelly 1 yard rush (Don Cockroft kick),24,3
