,Quarter,Tm,Detail,MIA,NWE
0,1.0,Patriots,John Smith 30 yard field goal,0,3
1,1.0,Patriots,Don Calhoun 1 yard rush (John Smith kick),0,10
2,2.0,Patriots,Harold Jackson 33 yard pass from Steve Grogan (John Smith kick),0,17
3,4.0,Patriots,Russ Francis 12 yard pass from Matt Cavanaugh (John Smith kick),0,24
4,4.0,Patriots,John Smith 36 yard field goal,0,27
5,4.0,Patriots,Allan Clark 14 yard rush (John Smith kick),0,34
