,Quarter,Time,Tm,Detail,CIN,NYJ
0,1.0,10:46,Jets,Thomas Jones 1 yard rush (Jay Feely kick),0,7
1,2.0,13:29,Jets,Jay Feely 20 yard field goal,0,10
2,2.0,6:37,Jets,Brad Smith 32 yard rush (Jay Feely kick),0,17
3,2.0,0:37,Jets,Jerricho Cotchery 6 yard rush (Jay Feely kick),0,24
4,2.0,0:00,Jets,Jay Feely 39 yard field goal,0,27
5,3.0,9:47,Jets,Jay Feely 40 yard field goal,0,30
6,4.0,9:55,Jets,Thomas Jones 2 yard rush (Jay Feely kick),0,37
