,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Dick Gordon 53 yard pass from Jack Concannon (Mac Percival kick),0,7
1,2.0,Lions,Errol Mann 43 yard field goal,3,7
2,3.0,Lions,Errol Mann 49 yard field goal,6,7
3,4.0,Lions,Earl McCullouch 17 yard pass from Bill Munson (Errol Mann kick),13,7
4,4.0,Bears,Mac Percival 11 yard field goal,13,10
5,4.0,Lions,Errol Mann 31 yard field goal,16,10
