,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Eddie Murray 52 yard field goal,0,3
1,2.0,Bears,Kevin Butler 41 yard field goal,3,3
2,2.0,Lions,Eddie Murray 39 yard field goal,3,6
3,3.0,Lions,Leonard Thompson 4 yard pass from Chuck Long (Eddie Murray kick),3,13
4,4.0,Bears,Kevin Butler 32 yard field goal,6,13
5,4.0,Bears,Matt Suhey 4 yard rush (Kevin Butler kick),13,13
6,4.0,Bears,Kevin Butler 22 yard field goal,16,13
