,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Sid Luckman 1 yard rush (Pete Gudauskas kick),0,7
1,3.0,Bears,Ray McLean 31 yard pass from Sid Luckman (Pete Gudauskas kick),0,14
2,3.0,Bears,George Wilson 24 yard pass from Sid Luckman (Pete Gudauskas kick),0,21
