,Quarter,Tm,Detail,WAS,STL
0,1.0,Cardinals,Roy Green 38 yard pass from Neil Lomax (Neil O'Donoghue kick),0,7
1,1.0,Redskins,Clint Didier 3 yard pass from Joe Theismann (Mark Moseley kick),7,7
2,2.0,Cardinals,Neil O'Donoghue 29 yard field goal,7,10
3,3.0,Redskins,John Riggins 2 yard rush (Mark Moseley kick),14,10
4,3.0,Redskins,Rick Walker 7 yard pass from Joe Theismann (Mark Moseley kick),21,10
5,3.0,Cardinals,Doug Marsh 19 yard pass from Neil Lomax (Neil O'Donoghue kick),21,17
6,4.0,Redskins,Mark Moseley 39 yard field goal,24,17
7,4.0,Cardinals,Roy Green 83 yard pass from Neil Lomax,24,23
8,4.0,Cardinals,Neil O'Donoghue 21 yard field goal,24,26
