,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Raul Allegre 37 yard field goal,0,3
1,2.0,Giants,Joe Morris 11 yard rush (Raul Allegre kick),0,10
2,2.0,Redskins,Max Zendejas 23 yard field goal,3,10
3,2.0,Giants,Raul Allegre 44 yard field goal,3,13
4,3.0,Giants,Bobby Johnson 30 yard pass from Phil Simms (Raul Allegre kick),3,20
5,3.0,Redskins,George Rogers 1 yard rush (Max Zendejas kick),10,20
6,3.0,Redskins,Gary Clark 42 yard pass from Jay Schroeder (Max Zendejas kick),17,20
7,4.0,Redskins,Max Zendejas 29 yard field goal,20,20
8,4.0,Giants,Joe Morris 13 yard rush (Raul Allegre kick),20,27
