,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Luis Zendejas 40 yard field goal,0,3
1,1.0,Redskins,Ricky Sanders 16 yard pass from Mark Rypien (Chip Lohmiller kick),7,3
2,2.0,Eagles,Keith Byars 2 yard rush (Luis Zendejas kick),7,10
3,2.0,Eagles,Keith Byars 12 yard pass from Randall Cunningham,7,16
4,3.0,Eagles,Luis Zendejas 19 yard field goal,7,19
5,3.0,Redskins,Chip Lohmiller 37 yard field goal,10,19
6,4.0,Redskins,Terry Orr 2 yard pass from Doug Williams (Chip Lohmiller kick),17,19
7,4.0,Redskins,Chip Lohmiller 44 yard field goal,20,19
