,Quarter,Tm,Detail,CHI,MIN
0,1.0,Vikings,Rick Danmeier 35 yard field goal,0,3
1,3.0,Vikings,Rick Danmeier 37 yard field goal,0,6
2,3.0,Bears,Robin Earl 3 yard pass from Mike Phipps (Bob Thomas kick),7,6
3,4.0,Vikings,Ted Brown 1 yard rush (Rick Danmeier kick),7,13
