,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Jim Keane 14 yard pass from Sid Luckman (Johnny Lujack kick),7,0
1,2.0,Bears,Noah Mullins 10 yard pass from Sid Luckman (Johnny Lujack kick),14,0
2,2.0,Bears,Frank Minini 1 yard rush (Johnny Lujack kick),21,0
3,3.0,Lions,Bob Mann 24 yard pass from Clyde LeForce (Merv Pregulman kick),21,7
4,4.0,Lions,John Greene 20 yard pass from Fred Enke (Merv Pregulman kick),21,14
5,4.0,Bears,George McAfee 2 yard rush (Johnny Lujack kick),28,14
6,4.0,Bears,Ed Sprinkle 13 yard pass from Sid Luckman (Johnny Lujack kick),35,14
7,4.0,Bears,J.R. Boone 4 yard rush (Johnny Lujack kick),42,14
