,Quarter,Tm,Detail,MIA,NYJ
0,1.0,Dolphins,Mercury Morris 19 yard rush (Garo Yepremian kick),7,0
1,2.0,Jets,John Riggins 1 yard rush (Bobby Howfield kick),7,7
2,2.0,Jets,John Riggins 3 yard rush (Bobby Howfield kick),7,14
3,2.0,Dolphins,Mercury Morris 4 yard rush (Garo Yepremian kick),14,14
4,3.0,Dolphins,Paul Warfield 37 yard pass from Bob Griese (Garo Yepremian kick),21,14
5,3.0,Dolphins,Garo Yepremian 20 yard field goal,24,14
