,Quarter,Time,Tm,Detail,CAR,GNB
0,1.0,,Panthers,Howard Griffith 3 yard pass from Kerry Collins (John Kasay kick),7,0
1,2.0,1:37,Packers,Dorsey Levens 29 yard pass from Brett Favre (Chris Jacke kick),7,7
2,2.0,1:37,Panthers,John Kasay 22 yard field goal,10,7
3,2.0,1:37,Packers,Antonio Freeman 6 yard pass from Brett Favre (Chris Jacke kick),10,14
4,2.0,1:37,Packers,Chris Jacke 31 yard field goal,10,17
5,3.0,1:37,Packers,Chris Jacke 32 yard field goal,10,20
6,3.0,1:37,Panthers,John Kasay 23 yard field goal,13,20
7,3.0,1:37,Packers,Edgar Bennett 4 yard rush (Chris Jacke kick),13,27
8,4.0,1:37,Packers,Chris Jacke 28 yard field goal,13,30
