,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Jack Jenkins 1 yard rush (Dick Poillon kick),0,7
1,2.0,Giants,Bill Paschal 30 yard rush (Ken Strong kick),7,7
2,3.0,Redskins,Steve Bagarus 51 yard pass from Sammy Baugh (Dick Poillon kick),7,14
3,3.0,Giants,Steve Filipowicz 8 yard pass from Frank Filchock (Ken Strong kick),14,14
4,4.0,Redskins,Steve Bagarus 13 yard pass from Sammy Baugh (Dick Poillon kick),14,21
5,4.0,Redskins,Dick Poillon 35 yard field goal,14,24
