,Quarter,Tm,Detail,BUF,MIA
0,1.0,Dolphins,Bruce Hardy 19 yard pass from Dan Marino (Fuad Reveiz kick),0,7
1,2.0,Dolphins,Bruce Hardy 5 yard pass from Dan Marino (Fuad Reveiz kick),0,14
2,4.0,Dolphins,Tony Nathan 1 yard rush (Fuad Reveiz kick),0,21
3,4.0,Dolphins,Ron Davenport 13 yard rush (Fuad Reveiz kick),0,28
