,Quarter,Tm,Detail,DEN,SDG
0,1.0,Chargers,Wes Chandler 19 yard pass from Dan Fouts (Bob Thomas kick),0,7
1,2.0,Chargers,Bob Thomas 36 yard field goal,0,10
2,2.0,Chargers,Wes Chandler 9 yard pass from Dan Fouts (Bob Thomas kick),0,17
3,2.0,Broncos,Rich Karlis 36 yard field goal,3,17
4,3.0,Chargers,Gary Anderson 16 yard rush (Bob Thomas kick),3,24
5,4.0,Chargers,Bob Thomas 35 yard field goal,3,27
6,4.0,Broncos,Steve Sewell 54 yard pass from Gary Kubiak (Rich Karlis kick),10,27
7,4.0,Chargers,Bob Thomas 18 yard field goal,10,30
