,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Billy Wells 15 yard rush (Sam Baker kick),0,7
1,2.0,Redskins,John Carson 7 yard pass from Al Dorow (Sam Baker kick),0,14
2,2.0,Redskins,Sam Baker 49 yard field goal,0,17
3,2.0,Redskins,Billy Wells fumble recovery in end zone (Sam Baker kick),0,24
4,3.0,Redskins,Sam Baker 28 yard field goal,0,27
5,3.0,Giants,Bob Schnelker 12 yard pass from Charlie Conerly (Ben Agajanian kick),7,27
6,4.0,Redskins,Steve Meilinger 51 yard pass from Al Dorow,7,33
