,Quarter,Time,Tm,Detail,WAS,NYG
0,1.0,8:51,Giants,Wayne Gallman 6 yard pass from Daniel Jones (Aldrick Rosas kick),0,7
1,2.0,12:05,Giants,Wayne Gallman 1 yard rush (Aldrick Rosas kick),0,14
2,2.0,2:17,Redskins,Dustin Hopkins 21 yard field goal,3,14
3,2.0,0:03,Giants,Aldrick Rosas 30 yard field goal,3,17
4,3.0,1:29,Giants,Jabrill Peppers 32 yard interception return (Aldrick Rosas kick),3,24
