,Quarter,Tm,Detail,PIT,CIN
0,1.0,Bengals,Eddie Brown 86 yard pass from Boomer Esiason (Jim Breech kick),0,7
1,1.0,Steelers,Bubby Brister 9 yard rush (Gary Anderson kick),7,7
2,1.0,Bengals,Tim McGee 5 yard pass from Boomer Esiason (Jim Breech kick),7,14
3,2.0,Bengals,James Brooks 3 yard rush (Jim Breech kick),7,21
4,3.0,Bengals,James Brooks 2 yard rush (Jim Breech kick),7,28
5,3.0,Bengals,Eddie Brown 6 yard pass from Boomer Esiason (Jim Breech kick),7,35
6,4.0,Bengals,James Brooks 9 yard rush (Jim Breech kick),7,42
