,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Roy Gerela 45 yard field goal,0,3
1,1.0,Steelers,Terry Bradshaw 1 yard rush (Roy Gerela kick),0,10
2,2.0,Steelers,Roy Gerela 23 yard field goal,0,13
3,2.0,Steelers,Roy Gerela 17 yard field goal,0,16
4,3.0,Browns,"Safety, Houston tackled Walden in end zone",2,16
5,4.0,Browns,Bo Scott 1 yard rush (Don Cockroft kick),9,16
6,4.0,Steelers,Roy Gerela 13 yard field goal,9,19
7,4.0,Steelers,Dave Smith 40 yard pass from Terry Hanratty (Roy Gerela kick),9,26
