,Quarter,Time,Tm,Detail,ARI,NWE
0,1.0,,Patriots,Curtis Martin 13 yard pass from Drew Bledsoe (Adam Vinatieri kick),0,7
1,2.0,,Patriots,Curtis Martin 1 yard rush (Adam Vinatieri kick),0,14
2,2.0,,Patriots,Ben Coates 2 yard pass from Drew Bledsoe,0,20
3,3.0,,Patriots,Curtis Martin 7 yard pass from Drew Bledsoe (Curtis Martin pass from Drew Bledsoe),0,28
4,4.0,,Patriots,Adam Vinatieri 31 yard field goal,0,31
