,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Paige Cothren 21 yard field goal,3,0
1,2.0,Eagles,Paige Cothren 16 yard field goal,6,0
2,2.0,Eagles,Tommy McDonald 35 yard pass from Norm Van Brocklin (Bobby Walston kick),13,0
3,2.0,Eagles,Tommy McDonald 6 yard pass from Norm Van Brocklin (Bobby Walston kick),20,0
4,3.0,Redskins,Ken MacAfee 4 yard pass from Eddie LeBaron (Sam Baker kick),20,7
5,4.0,Redskins,Bill Anderson 25 yard pass from Eddie LeBaron (Sam Baker kick),20,14
6,4.0,Eagles,Tommy McDonald 50 yard pass from Norm Van Brocklin (Bobby Walston kick),27,14
7,4.0,Eagles,Billy Ray Barnes 1 yard rush (Bobby Walston kick),34,14
