,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Chuck DeShane 46 yard interception return (Bill Callihan kick),0,7
1,1.0,Bears,Hugh Gallarneau 2 yard rush (Pete Gudauskas kick),7,7
2,3.0,Bears,Pete Gudauskas 37 yard field goal,10,7
3,3.0,Lions,Bill Callihan 29 yard pass from Cotton Price (Bill Callihan kick),10,14
4,4.0,Lions,"Safety, Luckman pass deflected out of end zone",10,16
