,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Gary Clark 10 yard pass from Mark Rypien (Chip Lohmiller kick),0,7
1,2.0,Eagles,Roger Ruzek 39 yard field goal,3,7
2,2.0,Redskins,Chip Lohmiller 18 yard field goal,3,10
3,3.0,Redskins,Chip Lohmiller 21 yard field goal,3,13
4,4.0,Redskins,Chip Lohmiller 28 yard field goal,3,16
5,4.0,Eagles,"Safety, Goodburn stepped out of end zone",5,16
6,4.0,Eagles,Calvin Williams 6 yard pass from Randall Cunningham (Roger Ruzek kick),12,16
