,Quarter,Time,Tm,Detail,DEN,SDG
0,1.0,7:30,Chargers,Nate Kaeding 40 yard field goal,0,3
1,1.0,1:51,Chargers,LaDainian Tomlinson 17 yard rush (Nate Kaeding kick),0,10
2,2.0,3:43,Chargers,Nate Kaeding 23 yard field goal,0,13
3,2.0,0:00,Chargers,Nate Kaeding 29 yard field goal,0,16
4,3.0,7:56,Chargers,Chris Chambers 14 yard pass from Philip Rivers (Nate Kaeding kick),0,23
5,3.0,2:47,Broncos,Jason Elam 23 yard field goal,3,23
