,Quarter,Tm,Detail,PHI,WAS
0,2.0,Redskins,Gerald Riggs 1 yard rush (Chip Lohmiller kick),0,7
1,4.0,Redskins,Chip Lohmiller 33 yard field goal,0,10
2,4.0,Redskins,Chip Lohmiller 39 yard field goal,0,13
3,4.0,Eagles,Fred Barnett 9 yard pass from Randall Cunningham (Roger Ruzek kick),7,13
