,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Kenny Jackson 83 yard pass from Ron Jaworski (Paul McFadden kick),0,7
1,2.0,Giants,Rob Carpenter 1 yard rush (Ali Haji-Sheikh kick),7,7
2,2.0,Eagles,Paul McFadden 45 yard field goal,7,10
3,3.0,Giants,Ali Haji-Sheikh 31 yard field goal,10,10
4,4.0,Eagles,Melvin Hoover 11 yard pass from Ron Jaworski (Paul McFadden kick),10,17
5,4.0,Eagles,Tony Woodruff 37 yard pass from Ron Jaworski (Paul McFadden kick),10,24
