,Quarter,Tm,Detail,CHI,SFO
0,1.0,49ers,Jim Vollenweider 1 yard rush (Tommy Davis kick),0,7
1,1.0,49ers,Tommy Davis 25 yard field goal,0,10
2,2.0,49ers,Gary Knafelc 7 yard pass from Lamar McHan (Tommy Davis kick),0,17
3,2.0,Bears,Bo Farrington 1 yard pass from Billy Wade (Bob Jencks kick),7,17
4,3.0,49ers,Tommy Davis 46 yard field goal,7,20
5,4.0,Bears,Rudy Bukich 1 yard rush (Bob Jencks kick),14,20
