,Quarter,Tm,Detail,PIT,CLE
0,1.0,Steelers,Booth Lusteg 25 yard field goal,3,0
1,1.0,Browns,Charlie Leigh 20 yard rush (Don Cockroft kick),3,7
2,2.0,Browns,Paul Warfield 28 yard pass from Bill Nelsen (Don Cockroft kick),3,14
3,2.0,Steelers,Roy Jefferson 13 yard pass from Dick Shiner (Booth Lusteg kick),10,14
4,2.0,Browns,Don Cockroft 27 yard field goal,10,17
5,3.0,Steelers,Roy Jefferson 23 yard pass from Dick Shiner (Booth Lusteg kick),17,17
6,3.0,Browns,Leroy Kelly 2 yard rush (Don Cockroft kick),17,24
7,4.0,Browns,Eppie Barney 8 yard rush (Don Cockroft kick),17,31
8,4.0,Steelers,Paul Martha 60 yard defensive fumble return (Booth Lusteg kick),24,31
