,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Keith Krepfle 8 yard pass from Ron Jaworski (Tony Franklin kick),7,0
1,1.0,Eagles,John Spagnola 14 yard pass from Ron Jaworski (Tony Franklin kick),14,0
2,2.0,Eagles,Tony Franklin 38 yard field goal,17,0
3,3.0,Eagles,Jerry Robinson 59 yard defensive fumble return (Tony Franklin kick),24,0
