,Quarter,Tm,Detail,STL,NYG
0,1.0,Giants,Joe Danelo 30 yard field goal,0,3
1,1.0,Giants,Gary Shirk 6 yard pass from Randy Dean (Joe Danelo kick),0,10
2,4.0,Giants,Doug Kotar 12 yard rush (Joe Danelo kick),0,17
