,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Dale Livingston 17 yard field goal,0,3
1,1.0,Packers,Donny Anderson 14 yard rush (Dale Livingston kick),0,10
2,3.0,Bears,Mac Percival 23 yard field goal,3,10
3,3.0,Bears,Dick Gordon 69 yard pass from Jack Concannon (Mac Percival kick),10,10
4,3.0,Packers,Dale Livingston 49 yard field goal,10,13
5,4.0,Bears,Mac Percival 38 yard field goal,13,13
6,4.0,Bears,Mac Percival 13 yard field goal,16,13
7,4.0,Bears,Mac Percival 31 yard field goal,19,13
8,4.0,Packers,Bart Starr 3 yard rush (Dale Livingston kick),19,20
