,Quarter,Tm,Detail,GNB,CHI
0,2.0,Packers,Ed West 3 yard pass from Rich Campbell (Al Del Greco kick),7,0
1,3.0,Bears,Matt Suhey 2 yard pass from Walter Payton (Bob Thomas kick),7,7
2,3.0,Packers,Del Rodgers 97 yard kickoff return (pass failed),13,7
3,4.0,Bears,Walter Payton 7 yard rush (Bob Thomas kick),13,14
4,4.0,Packers,Phil Epps 43 yard pass from Rich Campbell (Al Del Greco kick),20,14
