,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Ed Brown 5 yard rush (George Blanda kick),7,0
1,2.0,Packers,Billy Howton 37 yard pass from Babe Parilli (Fred Cone kick),7,7
2,2.0,Bears,Harlon Hill 11 yard pass from Ed Brown (George Blanda kick),14,7
3,2.0,Packers,Fred Cone 1 yard rush (Fred Cone kick),14,14
4,3.0,Bears,George Blanda 13 yard field goal,17,14
5,4.0,Packers,Gary Knafelc 6 yard pass from Babe Parilli (Fred Cone kick),17,21
