,Quarter,Tm,Detail,CHI,MIN
0,1.0,Bears,Kevin Butler 50 yard field goal,3,0
1,2.0,Bears,Kevin Butler 37 yard field goal,6,0
2,2.0,Bears,Tom Waddle 28 yard pass from Jim Harbaugh (Kevin Butler kick),13,0
3,3.0,Bears,Jim Harbaugh 6 yard rush (Kevin Butler kick),20,0
4,4.0,Vikings,Todd Scott 35 yard interception return (Fuad Reveiz kick),20,7
5,4.0,Vikings,Cris Carter 16 yard pass from Rich Gannon (Fuad Reveiz kick),20,14
6,4.0,Vikings,Roger Craig 1 yard rush (Fuad Reveiz kick),20,21
