,Quarter,Tm,Detail,CLE,PIT
0,1.0,Browns,Ray Renfro 54 yard pass from Otto Graham (Lou Groza kick),7,0
1,1.0,Steelers,Jim Finks 1 yard rush (Nick Bolkovac kick),7,7
2,1.0,Steelers,"Safety, Lahr tackled in end zone by Mathews",7,9
3,2.0,Browns,Lou Groza 50 yard field goal,10,9
4,2.0,Browns,Pete Brewster 31 yard pass from Otto Graham (Lou Groza kick),17,9
5,3.0,Browns,Lou Groza 41 yard field goal,20,9
6,4.0,Steelers,Ray Mathews 1 yard rush (Nick Bolkovac kick),20,16
