,Quarter,Tm,Detail,SFO,RAM
0,2.0,49ers,Jim Cason 24 yard rush (Gordie Soltau kick),7,0
1,2.0,Rams,Bob Boyd 72 yard pass from Bob Waterfield (Bob Waterfield kick),7,7
2,3.0,49ers,Howie Livingston 35 yard interception return (Gordie Soltau kick),14,7
3,3.0,Rams,Dick Hoerner 1 yard rush (Bob Waterfield kick),14,14
4,3.0,Rams,Paul Barry 1 yard rush (Bob Waterfield kick),14,21
5,3.0,Rams,Tom Keane 25 yard interception return (Bob Waterfield kick),14,28
6,4.0,49ers,Alyn Beals 36 yard pass from Frankie Albert (Gordie Soltau kick),21,28
