,Quarter,Time,Tm,Detail,DEN,SDG
0,1.0,,Broncos,Jason Elam 51 yard field goal,3,0
1,1.0,,Broncos,Terrell Davis 1 yard rush (Jason Elam kick),10,0
2,1.0,,Chargers,Charlie Jones 9 yard pass from Stan Humphries (John Carney kick),10,7
3,2.0,,Chargers,John Carney 50 yard field goal,10,10
4,3.0,,Chargers,John Carney 21 yard field goal,10,13
5,3.0,,Chargers,John Carney 22 yard field goal,10,16
