,Quarter,Tm,Detail,NYG,DAL
0,1.0,Giants,Ali Haji-Sheikh 31 yard field goal,3,0
1,2.0,Cowboys,Doug Cosbie 4 yard pass from Danny White (Rafael Septien kick),3,7
2,2.0,Cowboys,Doug Cosbie 2 yard pass from Danny White (Rafael Septien kick),3,14
3,3.0,Giants,Butch Woolfolk 1 yard rush (Ali Haji-Sheikh kick),10,14
4,3.0,Giants,Ali Haji-Sheikh 27 yard field goal,13,14
5,4.0,Cowboys,Dextor Clinkscale 68 yard interception return (Rafael Septien kick),13,21
6,4.0,Cowboys,Michael Downs 10 yard special teams fumble return (Rafael Septien kick),13,28
