,Quarter,Tm,Detail,MIN,GNB
0,1.0,Packers,Paul Hornung 6 yard rush (Paul Hornung kick),0,7
1,1.0,Packers,Paul Hornung 7 yard rush (Paul Hornung kick),0,14
2,2.0,Packers,Paul Hornung 10 yard field goal,0,17
3,3.0,Packers,Paul Hornung 45 yard field goal,0,20
4,3.0,Packers,Ron Kramer 18 yard pass from Bart Starr (Paul Hornung kick),0,27
5,4.0,Packers,Paul Hornung 37 yard rush (Paul Hornung kick),0,34
6,4.0,Vikings,Jerry Reichow 17 yard pass from Fran Tarkenton (Mike Mercer kick),7,34
