,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Gary Famiglietti 3 yard rush (Bob Snyder kick),0,7
1,2.0,Bears,Harry Clarke 38 yard pass from Sid Luckman (Bob Snyder kick),0,14
2,3.0,Lions,Elmer Hackney 4 yard rush (Augie Lio kick),7,14
3,3.0,Bears,Dante Magnani 51 yard pass from Sid Luckman (Bob Snyder kick),7,21
4,3.0,Lions,Frankie Sinkwich 1 yard rush (Augie Lio kick),14,21
5,4.0,Bears,Gary Famiglietti 31 yard rush (Bob Snyder kick),14,28
6,4.0,Bears,Jim Benton 25 yard pass from Sid Luckman (Bob Snyder kick),14,35
