,Quarter,Tm,Detail,KAN,DEN
0,1.0,Broncos,Jim Turner 37 yard field goal,0,3
1,2.0,Chiefs,Aaron Brown 68 yard interception return (Jan Stenerud kick),7,3
2,2.0,Chiefs,Jan Stenerud 20 yard field goal,10,3
3,4.0,Chiefs,Jan Stenerud 26 yard field goal,13,3
4,4.0,Chiefs,Jan Stenerud 16 yard field goal,16,3
