,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Barty Smith 1 yard rush (Chester Marcol kick),0,7
1,1.0,Packers,Chester Marcol 35 yard field goal,0,10
2,2.0,Lions,Dexter Bussey 7 yard rush (Errol Mann kick),7,10
3,2.0,Lions,Ray Jarvis 3 yard pass from Greg Landry (Errol Mann kick),14,10
4,4.0,Packers,Bert Askson 2 yard pass from Lynn Dickey (Chester Marcol kick),14,17
5,4.0,Packers,Steve Odom 40 yard pass from Willard Harrell (Chester Marcol kick),14,24
