,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Cecil Isbell 1 yard rush (Don Hutson kick),7,0
1,1.0,Packers,Don Hutson 8 yard pass from Cecil Isbell,13,0
2,2.0,Packers,Carl Mulleneaux 20 yard fumble return (Don Hutson kick),20,0
3,2.0,Packers,Ed Jankowski 14 yard rush (Don Hutson kick),27,0
4,3.0,Packers,Clarke Hinkle 18 yard field goal,30,0
5,4.0,Packers,Andy Uram 14 yard rush (Bob Adkins kick),37,0
6,4.0,Packers,Ed Jankowski 3 yard rush,43,0
7,4.0,Lions,Jack Johnson 48 yard pass from Cotton Price (Cotton Price kick),43,7
8,4.0,Packers,Andy Uram 12 yard pass from Hal Van Every (Andy Uram kick),50,7
